time_s,capture_area_xy,net_sag,surface_distance,capture_flag,f1_rel_err_3d,f2_rel_err_3d,f3_rel_err_3d,f1_est_err_3d,f2_est_err_3d,f3_est_err_3d,estimate_variance,enemy_x,enemy_y,enemy_z,leader_x,leader_y,leader_z,enemy_center_dist_3d,leader_enemy_dist_3d,downwash_intensity
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-10.0,10.8,-3.925492877048315,2.9792603548243224,8.032384426905034,0.0,27.35964372444279,0.0
0.1,48.201633792772455,0.25,17.435644530240577,0,0.279400582717905,0.3519091613086779,0.13703954993179515,0.09130088173882471,0.12588065518230768,0.1393869998113468,0.0011893122128520345,19.8952859919444,-9.95047375088488,10.828691959892469,-4.017593476001821,2.7668090525471674,7.927509019620094,22.299968765997203,27.239162042983626,1.0828519533714405
0.2,47.849919888358784,0.25,17.342183333664707,0,0.46523853498433193,0.5052894876743944,0.32197598255953797,0.3464280211785708,0.3322603706894892,0.3282168235503361,0.0004968487418367567,19.790857927501246,-9.899439832630987,10.857335695356364,-4.106177405319999,2.553439699464357,7.823638702914267,22.201007651765188,27.11726062457155,1.0909576272620507
0.30000000000000004,47.39005424161645,0.25,17.25418640758628,0,0.6818032102293224,0.6883830128149293,0.5284068167426487,0.6441336925280331,0.6295575951679468,0.5899320852781722,0.00042430188179978513,19.686715710014788,-9.846922944658523,10.88588306301702,-4.191220300729898,2.3393492877617286,7.71955486960616,22.10389045822906,26.994197400261104,1.1024993290395642
0.4,46.80597610341583,0.25,17.160650899103214,0,0.8941806184407716,0.8833854565544036,0.7458599109188115,0.8384131381004618,0.8770973255649621,0.8471713097275454,0.00030207164225762333,19.58285919452182,-9.792948504116083,10.914286081471365,-4.272538938575878,2.124488428067149,7.616102050645185,22.002445210967096,26.86974769182552,1.1115249912019924
0.5,46.32546483534527,0.25,17.05603556118502,0,1.0955130650235556,1.0657090159042863,0.9434263161305964,0.9844690277131856,1.0058357104303646,0.9779283895395228,0.0001556658703562827,19.479288187776184,-9.737542633579253,10.942497011933344,-4.349772434534969,1.9087788802109142,7.515268222611433,21.89594321218357,26.743351175922374,1.1113555182444443
0.6000000000000001,45.932394609268506,0.25,16.95314989057801,0,1.2832140165498385,1.2323168494014045,1.114100765733279,1.0975376153237484,1.1009301940519345,1.0463450811744601,0.0007770947023022196,19.376002448281422,-9.680732148407794,10.970468438471594,-4.422714311437466,1.692261993506123,7.4175482316226145,21.787795593534966,26.614792074287728,1.1081836344166962
0.7000000000000001,45.44945121569447,0.25,16.85482181593205,0,1.442997799487197,1.3832699292481048,1.2769755712565092,1.1512748824137897,1.1880031743787698,1.1747996066974171,0.00011750405470359387,19.27300168633159,-9.622544543767528,10.998153347704442,-4.491167313517169,1.4750135842489107,7.323211320217313,21.678601734915585,26.483895551135742,1.1051304841757184
0.8,45.01330351196537,0.25,16.7580884468104,0,1.5741293459111079,1.5099063571494906,1.4105785130325663,1.1762625367295807,1.2169349125422746,1.1914855483340803,0.00020734267640929306,19.17028556406021,-9.563007981323224,11.025505207818354,-4.554921255482799,1.2572003201059379,7.232265482518717,21.569176304793917,26.35054105573542,1.1057522639675146
0.9,44.63808311069649,0.25,16.662681070308974,0,1.6833260329783637,1.6052720063702086,1.5223272072500225,1.2086390760945984,1.18646761811334,1.216406665079945,0.0003916538129996548,19.06785369549739,-9.502151275608888,11.052478046776931,-4.613727946628861,1.0389732216611862,7.144855909850631,21.45906971840431,26.214540345095408,1.1072762560671179
1.0,44.18099175439374,0.25,16.56749656141082,0,1.7769878534180579,1.726934011164895,1.617786946174027,1.2340340622077235,1.4328923294351434,1.2560611430149111,0.002867714309385046,18.965705646635023,-9.440003880082102,11.079026529589097,-4.667348001713676,0.8205101068697226,7.0610854246366666,21.34897611293381,26.07572094391693,1.1067237175099778
1.1,43.8486163364543,0.25,16.474516423711574,0,1.8674376399744579,1.8029035636803816,1.7053465838600481,1.3073742177589598,1.3301682292125072,1.3117118025244372,0.00022139065590694217,18.863840935500157,-9.376595872869121,11.105106034506532,-4.715536073926378,0.6019811889350005,6.981125337183814,21.233835249961903,25.933882029555978,1.1105581747146909
1.2000000000000002,43.53600624270509,0.25,16.38524777246522,0,1.9326843669427127,1.8566170499101755,1.7720866621690272,1.2879591168103999,1.2984643244154725,1.3071084512688598,6.34239812007772e-05,18.762259032236436,-9.311957942207645,11.130672728022331,-4.758075222951746,0.383624558830306,6.905095426925268,21.119212599151698,25.78887254297401,1.11482150163184
1.3,43.23475994567223,0.25,16.29953635544928,0,1.987075591142602,1.8981632147029965,1.8250851468142375,1.309294150362952,1.301780044993187,1.3053289749764556,0.00012381772283019858,18.660959359193647,-9.246121371594317,11.155683638544803,-4.794681736157165,0.1656922573648326,6.833160483556974,21.00579383832036,25.640466871833226,1.1182287749438744
1.4000000000000001,42.96185117612352,0.25,16.205505515097926,0,2.0205409512719417,1.9258354494600969,1.8671036372289818,1.2641109373517554,1.2771444148160471,1.3187095256254475,0.00038105964145632664,18.55994129102534,-9.179118024644117,11.180096728622601,-4.825123406958637,-0.051520131643575634,6.765278721683813,20.88787851414159,25.488525109538905,1.1232092687885762
